dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Michigan,2000,1.80 ,1.75 ,1.25 ,2.00 
University of Michigan,2001,1.54 ,1.70 ,1.25 ,1.86 
University of Michigan,2002,1.95 ,2.01 ,1.98 ,1.54 
University of Michigan,2003,1.75 ,2.12 ,2.17 ,1.53 
University of Michigan,2004,1.94 ,1.85 ,1.00 ,2.29 
University of Michigan,2005,2.67 ,2.09 ,3.45 ,1.58 
University of Michigan,2006,2.42 ,2.15 ,1.00 ,1.93 
University of Michigan,2007,2.44 ,2.11 ,2.08 ,1.83 
University of Michigan,2008,2.20 ,2.31 ,2.82 ,2.15 
University of Michigan,2009,1.86 ,2.35 ,2.02 ,2.20 
University of Michigan,2010,2.19 ,2.27 ,3.39 ,2.42 
University of Michigan,2011,2.50 ,2.08 ,1.33 ,2.30 
University of Michigan,2012,2.61 ,2.40 ,2.08 ,2.20 
University of Michigan,2013,2.89 ,2.07 ,1.84 ,2.26 
University of Michigan,2014,2.22 ,2.26 ,1.87 ,2.02 
University of Michigan,2015,2.64 ,2.22 ,2.83 ,3.15 
University of Michigan,2016,2.47 ,2.12 ,1.83 ,2.20 
University of Michigan,2017,2.27 ,2.35 ,3.45 ,2.02 
