dept,Year,AIadj,SYSadj,Theoadj,IAadj
Florida State University,2000,1.50 ,1.50 ,1.00 ,1.00 
Florida State University,2001,1.00 ,1.33 ,1.00 ,1.00 
Florida State University,2002,1.33 ,1.25 ,1.00 ,1.00 
Florida State University,2003,1.29 ,1.37 ,1.00 ,1.00 
Florida State University,2004,1.58 ,1.26 ,1.00 ,1.00 
Florida State University,2005,1.00 ,1.80 ,1.00 ,1.00 
Florida State University,2006,1.00 ,1.78 ,1.20 ,1.00 
Florida State University,2007,1.25 ,1.31 ,1.00 ,1.00 
Florida State University,2008,1.00 ,1.47 ,1.00 ,1.00 
Florida State University,2009,1.00 ,1.44 ,1.00 ,1.25 
Florida State University,2010,1.20 ,1.42 ,1.00 ,1.00 
Florida State University,2011,1.25 ,1.32 ,1.00 ,1.00 
Florida State University,2012,1.00 ,1.32 ,1.00 ,1.00 
Florida State University,2013,1.00 ,1.39 ,1.00 ,1.00 
Florida State University,2014,1.23 ,1.33 ,1.00 ,1.20 
Florida State University,2015,1.20 ,1.32 ,1.00 ,1.00 
Florida State University,2016,1.14 ,1.27 ,1.00 ,1.00 
Florida State University,2017,1.00 ,1.34 ,1.00 ,1.00 
