dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Central Florida,2000,1.00 ,1.58 ,1.00 ,1.35 
University of Central Florida,2001,2.92 ,1.00 ,1.00 ,1.33 
University of Central Florida,2002,1.50 ,1.39 ,1.00 ,1.25 
University of Central Florida,2003,2.19 ,1.33 ,1.00 ,1.50 
University of Central Florida,2004,1.70 ,1.50 ,1.00 ,1.50 
University of Central Florida,2005,3.46 ,1.37 ,1.00 ,1.53 
University of Central Florida,2006,1.99 ,1.36 ,1.00 ,1.39 
University of Central Florida,2007,2.62 ,1.34 ,1.00 ,1.14 
University of Central Florida,2008,3.52 ,1.33 ,1.00 ,1.33 
University of Central Florida,2009,1.68 ,1.17 ,1.00 ,1.24 
University of Central Florida,2010,3.50 ,1.23 ,1.00 ,1.42 
University of Central Florida,2011,1.95 ,1.17 ,1.00 ,2.09 
University of Central Florida,2012,2.22 ,1.00 ,1.00 ,1.78 
University of Central Florida,2013,1.99 ,1.23 ,1.00 ,1.36 
University of Central Florida,2014,2.01 ,1.17 ,1.00 ,1.80 
University of Central Florida,2015,2.06 ,1.23 ,1.00 ,1.38 
University of Central Florida,2016,1.99 ,1.22 ,1.00 ,1.37 
University of Central Florida,2017,2.03 ,2.00 ,1.33 ,1.56 
