dept,Year,AIadj,SYSadj,Theoadj,IAadj
Clemson University,2000,1.00 ,1.33 ,1.00 ,1.14 
Clemson University,2001,1.00 ,1.25 ,1.00 ,1.00 
Clemson University,2002,1.00 ,1.00 ,1.00 ,1.20 
Clemson University,2003,1.00 ,1.00 ,1.00 ,1.33 
Clemson University,2004,1.25 ,1.34 ,1.33 ,1.33 
Clemson University,2005,1.00 ,1.29 ,1.33 ,1.38 
Clemson University,2006,1.00 ,1.00 ,1.00 ,1.33 
Clemson University,2007,1.78 ,1.37 ,1.00 ,1.37 
Clemson University,2008,1.00 ,1.20 ,1.00 ,1.33 
Clemson University,2009,1.00 ,1.00 ,1.00 ,1.35 
Clemson University,2010,1.0,1.0,1.0,1.0
Clemson University,2011,1.00 ,1.33 ,1.00 ,1.33 
Clemson University,2012,1.00 ,1.21 ,1.00 ,1.23 
Clemson University,2013,1.00 ,1.25 ,1.00 ,1.38 
Clemson University,2014,1.00 ,1.33 ,1.00 ,1.32 
Clemson University,2015,1.00 ,1.33 ,1.00 ,1.28 
Clemson University,2016,1.00 ,1.09 ,1.00 ,1.59 
Clemson University,2017,1.33 ,1.20 ,1.00 ,1.00 
