dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Massachusetts Lowell,2000,1.00 ,1.25 ,1.00 ,1.00 
University of Massachusetts Lowell,2001,1.0,1.0,1.0,1.0
University of Massachusetts Lowell,2002,1.0,1.0,1.0,1.0
University of Massachusetts Lowell,2003,1.00 ,1.25 ,1.00 ,1.00 
University of Massachusetts Lowell,2004,1.00 ,1.25 ,1.00 ,1.25 
University of Massachusetts Lowell,2005,1.00 ,1.50 ,1.00 ,1.00 
University of Massachusetts Lowell,2006,1.00 ,1.83 ,1.00 ,1.00 
University of Massachusetts Lowell,2007,1.25 ,1.84 ,1.00 ,1.00 
University of Massachusetts Lowell,2008,1.00 ,1.48 ,1.00 ,1.00 
University of Massachusetts Lowell,2009,1.00 ,1.41 ,1.00 ,1.00 
University of Massachusetts Lowell,2010,1.17 ,1.50 ,1.00 ,1.00 
University of Massachusetts Lowell,2011,1.40 ,1.51 ,1.00 ,1.00 
University of Massachusetts Lowell,2012,1.49 ,1.41 ,1.00 ,1.25 
University of Massachusetts Lowell,2013,1.10 ,1.49 ,1.00 ,1.00 
University of Massachusetts Lowell,2014,1.14 ,1.33 ,1.00 ,1.25 
University of Massachusetts Lowell,2015,1.33 ,1.11 ,1.00 ,1.00 
University of Massachusetts Lowell,2016,1.25 ,2.00 ,1.00 ,1.00 
University of Massachusetts Lowell,2017,2.17 ,1.00 ,1.00 ,1.17 
