dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Kansas,2000,1.00 ,1.00 ,1.00 ,1.33 
University of Kansas,2001,1.33 ,1.34 ,1.00 ,2.70 
University of Kansas,2002,1.00 ,1.00 ,1.00 ,1.20 
University of Kansas,2003,1.20 ,1.50 ,1.00 ,1.50 
University of Kansas,2004,1.25 ,1.00 ,1.00 ,1.32 
University of Kansas,2005,1.00 ,1.00 ,1.00 ,1.84 
University of Kansas,2006,1.0,1.0,1.0,1.0
University of Kansas,2007,1.00 ,1.40 ,1.00 ,1.33 
University of Kansas,2008,1.33 ,1.00 ,1.00 ,1.67 
University of Kansas,2009,1.00 ,1.25 ,1.00 ,1.00 
University of Kansas,2010,1.50 ,1.00 ,1.00 ,1.40 
University of Kansas,2011,1.33 ,1.34 ,1.00 ,1.51 
University of Kansas,2012,1.50 ,1.14 ,1.00 ,1.13 
University of Kansas,2013,1.00 ,1.22 ,1.00 ,1.53 
University of Kansas,2014,1.00 ,1.25 ,1.00 ,1.00 
University of Kansas,2015,1.50 ,1.20 ,1.00 ,1.40 
University of Kansas,2016,1.00 ,1.83 ,1.00 ,1.00 
University of Kansas,2017,2.00 ,1.00 ,1.00 ,1.00 
