dept,Year,AIadj,SYSadj,Theoadj,IAadj
Worcester Polytechnic Institute,2000,1.33 ,1.50 ,1.06 ,1.00 
Worcester Polytechnic Institute,2001,1.37 ,1.33 ,1.00 ,1.00 
Worcester Polytechnic Institute,2002,1.50 ,2.17 ,1.00 ,1.50 
Worcester Polytechnic Institute,2003,1.75 ,1.33 ,1.00 ,1.00 
Worcester Polytechnic Institute,2004,1.00 ,1.62 ,1.00 ,1.78 
Worcester Polytechnic Institute,2005,1.50 ,1.51 ,1.00 ,1.50 
Worcester Polytechnic Institute,2006,1.66 ,1.54 ,1.00 ,1.25 
Worcester Polytechnic Institute,2007,1.25 ,1.33 ,1.00 ,1.00 
Worcester Polytechnic Institute,2008,1.33 ,1.41 ,1.00 ,1.13 
Worcester Polytechnic Institute,2009,1.34 ,1.67 ,1.00 ,1.67 
Worcester Polytechnic Institute,2010,1.37 ,1.33 ,1.00 ,1.14 
Worcester Polytechnic Institute,2011,1.33 ,1.62 ,1.00 ,1.47 
Worcester Polytechnic Institute,2012,1.32 ,1.00 ,1.00 ,2.04 
Worcester Polytechnic Institute,2013,1.33 ,1.73 ,1.00 ,1.40 
Worcester Polytechnic Institute,2014,1.25 ,1.75 ,1.00 ,1.44 
Worcester Polytechnic Institute,2015,1.25 ,1.83 ,1.00 ,1.50 
Worcester Polytechnic Institute,2016,1.66 ,2.42 ,1.00 ,1.45 
Worcester Polytechnic Institute,2017,1.98 ,1.37 ,1.00 ,1.45 
