dept,Year,AIadj,SYSadj,Theoadj,IAadj
Stevens Institute of Technology,2000,1.00 ,1.00 ,1.25 ,1.00 
Stevens Institute of Technology,2001,1.00 ,2.28 ,1.00 ,1.00 
Stevens Institute of Technology,2002,1.00 ,1.50 ,1.00 ,1.00 
Stevens Institute of Technology,2003,1.33 ,1.25 ,1.00 ,1.00 
Stevens Institute of Technology,2004,1.50 ,1.22 ,1.37 ,1.00 
Stevens Institute of Technology,2005,1.50 ,2.08 ,1.00 ,1.50 
Stevens Institute of Technology,2006,1.00 ,1.57 ,1.50 ,1.00 
Stevens Institute of Technology,2007,2.16 ,1.44 ,1.00 ,1.00 
Stevens Institute of Technology,2008,1.58 ,1.72 ,1.00 ,1.20 
Stevens Institute of Technology,2009,2.00 ,1.33 ,1.33 ,1.33 
Stevens Institute of Technology,2010,1.93 ,1.33 ,1.00 ,1.00 
Stevens Institute of Technology,2011,1.63 ,1.50 ,1.33 ,1.00 
Stevens Institute of Technology,2012,1.33 ,1.57 ,1.00 ,1.00 
Stevens Institute of Technology,2013,2.00 ,1.91 ,1.00 ,1.33 
Stevens Institute of Technology,2014,3.50 ,1.71 ,1.50 ,1.50 
Stevens Institute of Technology,2015,2.75 ,1.62 ,1.00 ,1.00 
Stevens Institute of Technology,2016,1.58 ,1.31 ,1.00 ,1.25 
Stevens Institute of Technology,2017,1.58 ,1.42 ,1.00 ,1.17 
