dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Minnesota,2000,1.33 ,1.60 ,1.00 ,2.03 
University of Minnesota,2001,1.39 ,1.36 ,1.00 ,1.69 
University of Minnesota,2002,1.97 ,1.36 ,1.33 ,1.76 
University of Minnesota,2003,1.70 ,1.41 ,1.25 ,1.85 
University of Minnesota,2004,2.76 ,1.35 ,1.41 ,2.90 
University of Minnesota,2005,1.64 ,1.34 ,1.33 ,1.99 
University of Minnesota,2006,1.82 ,1.49 ,1.00 ,2.46 
University of Minnesota,2007,1.39 ,1.54 ,1.00 ,2.75 
University of Minnesota,2008,1.82 ,1.33 ,1.33 ,1.99 
University of Minnesota,2009,1.26 ,1.50 ,1.00 ,2.27 
University of Minnesota,2010,1.59 ,1.62 ,1.00 ,1.99 
University of Minnesota,2011,2.46 ,1.50 ,1.00 ,4.06 
University of Minnesota,2012,2.22 ,1.50 ,1.50 ,2.23 
University of Minnesota,2013,2.46 ,1.34 ,1.00 ,2.56 
University of Minnesota,2014,1.88 ,1.26 ,1.00 ,2.10 
University of Minnesota,2015,2.50 ,1.64 ,1.00 ,2.17 
University of Minnesota,2016,3.35 ,1.71 ,1.00 ,2.29 
University of Minnesota,2017,2.42 ,1.61 ,1.00 ,1.88 
