dept,Year,AIadj,SYSadj,Theoadj,IAadj
Washington State University,2000,1.00 ,1.50 ,1.20 ,1.00 
Washington State University,2001,1.00 ,1.00 ,2.00 ,1.00 
Washington State University,2002,1.33 ,1.33 ,1.00 ,1.00 
Washington State University,2003,1.50 ,1.00 ,1.25 ,1.25 
Washington State University,2005,1.33 ,1.23 ,1.00 ,1.00 
Washington State University,2006,1.00 ,1.83 ,1.00 ,1.00 
Washington State University,2007,1.67 ,1.15 ,1.00 ,1.00 
Washington State University,2008,1.87 ,1.26 ,1.00 ,1.00 
Washington State University,2009,2.47 ,1.25 ,1.00 ,1.07 
Washington State University,2010,1.25 ,1.28 ,1.00 ,1.00 
Washington State University,2011,1.67 ,1.32 ,1.00 ,1.00 
Washington State University,2012,1.67 ,1.38 ,1.00 ,1.25 
Washington State University,2013,1.33 ,1.48 ,1.00 ,1.00 
Washington State University,2014,1.22 ,1.83 ,1.00 ,1.00 
Washington State University,2015,1.49 ,1.48 ,1.00 ,1.20 
Washington State University,2016,1.51 ,1.55 ,1.00 ,1.20 
Washington State University,2017,1.32 ,1.29 ,1.00 ,1.00 
