dept,Year,AIadj,SYSadj,Theoadj,IAadj
Virginia Tech,2007,1.39 ,1.75 ,1.00 ,1.66 
Virginia Tech,2008,1.55 ,1.71 ,1.00 ,1.85 
Virginia Tech,2009,1.45 ,1.80 ,1.00 ,1.29 
Virginia Tech,2010,2.21 ,1.30 ,1.00 ,1.68 
Virginia Tech,2011,1.61 ,1.25 ,1.00 ,1.65 
Virginia Tech,2012,1.45 ,1.40 ,1.00 ,1.82 
Virginia Tech,2013,1.59 ,1.45 ,1.00 ,2.45 
Virginia Tech,2014,1.63 ,1.37 ,1.00 ,1.52 
Virginia Tech,2015,1.52 ,1.63 ,1.00 ,1.25 
Virginia Tech,2016,2.25 ,1.62 ,1.00 ,1.52 
Virginia Tech,2017,1.50 ,1.57 ,1.00 ,1.00 
