dept,Year,AIadj,SYSadj,Theoadj,IAadj
Emory University,2000,1.00 ,1.00 ,1.17 ,1.00 
Emory University,2001,1.33 ,1.00 ,1.25 ,1.00 
Emory University,2002,1.00 ,1.33 ,1.83 ,1.00 
Emory University,2003,1.00 ,1.00 ,1.00 ,1.50 
Emory University,2004,1.50 ,1.00 ,1.25 ,1.00 
Emory University,2005,1.26 ,1.00 ,1.33 ,1.00 
Emory University,2006,1.54 ,1.25 ,1.00 ,1.00 
Emory University,2007,1.25 ,1.00 ,1.50 ,1.00 
Emory University,2008,1.45 ,1.00 ,1.25 ,1.00 
Emory University,2009,1.20 ,1.25 ,1.25 ,1.00 
Emory University,2010,1.50 ,1.13 ,1.00 ,1.00 
Emory University,2011,2.14 ,1.20 ,1.33 ,1.00 
Emory University,2012,1.80 ,1.11 ,1.00 ,1.00 
Emory University,2013,1.68 ,1.00 ,1.00 ,1.00 
Emory University,2014,1.41 ,1.00 ,1.00 ,1.00 
Emory University,2015,1.87 ,1.34 ,1.00 ,1.25 
Emory University,2016,1.73 ,1.00 ,1.33 ,1.00 
Emory University,2017,1.50 ,1.39 ,1.00 ,1.00 
