dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of California - Santa Cruz,2000,1.95 ,1.33 ,2.28 ,1.34 
University of California - Santa Cruz,2001,1.66 ,1.47 ,2.71 ,1.00 
University of California - Santa Cruz,2002,1.50 ,1.38 ,1.89 ,1.57 
University of California - Santa Cruz,2003,2.30 ,1.37 ,1.51 ,1.55 
University of California - Santa Cruz,2004,1.99 ,1.58 ,1.41 ,1.34 
University of California - Santa Cruz,2005,2.42 ,1.29 ,1.25 ,1.58 
University of California - Santa Cruz,2006,2.80 ,1.46 ,2.08 ,2.00 
University of California - Santa Cruz,2007,1.97 ,1.40 ,3.25 ,1.00 
University of California - Santa Cruz,2008,1.62 ,1.53 ,2.33 ,1.00 
University of California - Santa Cruz,2009,1.51 ,1.49 ,1.83 ,1.00 
University of California - Santa Cruz,2010,2.11 ,1.34 ,2.33 ,1.00 
University of California - Santa Cruz,2011,1.73 ,1.53 ,1.83 ,1.43 
University of California - Santa Cruz,2012,3.00 ,1.44 ,1.00 ,1.42 
University of California - Santa Cruz,2013,1.51 ,1.61 ,2.50 ,1.25 
University of California - Santa Cruz,2014,1.59 ,1.37 ,1.50 ,1.53 
University of California - Santa Cruz,2015,1.84 ,1.51 ,1.50 ,1.00 
University of California - Santa Cruz,2016,1.53 ,1.17 ,1.75 ,1.45 
University of California - Santa Cruz,2017,1.90 ,1.53 ,1.41 ,1.08 
