dept,Year,AIadj,SYSadj,Theoadj,IAadj
Texas A&M University,2000,1.50 ,1.54 ,1.00 ,1.95 
Texas A&M University,2001,1.25 ,1.51 ,1.00 ,2.60 
Texas A&M University,2002,1.00 ,1.45 ,1.00 ,1.84 
Texas A&M University,2003,1.50 ,1.60 ,1.00 ,2.62 
Texas A&M University,2004,1.59 ,1.48 ,1.25 ,2.51 
Texas A&M University,2005,1.11 ,1.56 ,1.00 ,1.94 
Texas A&M University,2006,1.63 ,1.29 ,1.00 ,1.81 
Texas A&M University,2007,1.00 ,1.33 ,1.50 ,2.43 
Texas A&M University,2008,1.45 ,1.62 ,1.20 ,1.56 
Texas A&M University,2009,1.50 ,1.50 ,1.00 ,2.80 
Texas A&M University,2010,1.68 ,1.47 ,1.00 ,2.07 
Texas A&M University,2011,1.84 ,1.39 ,1.00 ,2.52 
Texas A&M University,2012,1.34 ,1.63 ,1.00 ,2.98 
Texas A&M University,2013,1.72 ,1.86 ,1.00 ,4.33 
Texas A&M University,2014,1.38 ,1.45 ,1.00 ,3.04 
Texas A&M University,2015,1.79 ,1.70 ,1.00 ,3.28 
Texas A&M University,2016,1.87 ,1.70 ,1.00 ,2.22 
Texas A&M University,2017,1.62 ,1.50 ,1.00 ,1.52 
