dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Delaware,2000,2.33 ,1.53 ,1.00 ,1.25 
University of Delaware,2001,1.73 ,1.00 ,1.00 ,1.00 
University of Delaware,2002,2.00 ,1.00 ,1.00 ,1.84 
University of Delaware,2003,1.25 ,1.00 ,1.00 ,1.00 
University of Delaware,2004,2.83 ,1.37 ,1.00 ,1.20 
University of Delaware,2005,1.46 ,1.62 ,1.00 ,1.33 
University of Delaware,2006,1.45 ,1.31 ,1.00 ,1.91 
University of Delaware,2007,1.59 ,1.33 ,1.00 ,1.00 
University of Delaware,2008,1.94 ,1.19 ,1.00 ,1.37 
University of Delaware,2009,2.45 ,1.41 ,1.00 ,1.33 
University of Delaware,2010,1.66 ,1.20 ,1.00 ,1.33 
University of Delaware,2011,2.29 ,1.33 ,1.00 ,1.33 
University of Delaware,2012,1.62 ,1.50 ,1.00 ,1.50 
University of Delaware,2013,2.01 ,1.00 ,1.00 ,1.00 
University of Delaware,2014,2.68 ,2.87 ,1.00 ,1.25 
University of Delaware,2015,2.42 ,1.13 ,1.00 ,1.25 
University of Delaware,2016,1.20 ,1.33 ,1.00 ,1.00 
University of Delaware,2017,1.32 ,1.00 ,1.00 ,1.00 
