dept,Year,AIadj,SYSadj,Theoadj,IAadj
Auburn University,2000,1.0,1.0,1.0,1.0
Auburn University,2001,1.00 ,1.00 ,1.00 ,1.50 
Auburn University,2002,1.0,1.0,1.0,1.0
Auburn University,2003,1.00 ,1.50 ,1.00 ,1.00 
Auburn University,2004,1.0,1.0,1.0,1.0
Auburn University,2005,1.0,1.0,1.0,1.0
Auburn University,2006,1.00 ,1.25 ,1.00 ,1.00 
Auburn University,2007,1.0,1.0,1.0,1.0
Auburn University,2008,1.0,1.0,1.0,1.0
Auburn University,2009,1.00 ,1.37 ,1.00 ,1.00 
Auburn University,2010,1.00 ,1.25 ,1.00 ,1.00 
Auburn University,2011,1.00 ,1.37 ,1.00 ,1.00 
Auburn University,2012,1.0,1.0,1.0,1.0
Auburn University,2013,1.0,1.0,1.0,1.0
Auburn University,2014,1.00 ,1.33 ,1.00 ,1.00 
Auburn University,2015,1.0,1.0,1.0,1.0
Auburn University,2016,1.00 ,1.21 ,1.00 ,1.00 
