dept,Year,AIadj,SYSadj,Theoadj,IAadj
University of Kentucky,2000,1.50 ,1.00 ,1.50 ,1.00 
University of Kentucky,2001,1.50 ,1.00 ,1.00 ,1.40 
University of Kentucky,2002,1.50 ,1.67 ,1.00 ,1.00 
University of Kentucky,2003,1.56 ,1.00 ,1.00 ,1.00 
University of Kentucky,2004,1.63 ,1.20 ,1.00 ,1.00 
University of Kentucky,2005,2.25 ,1.00 ,1.00 ,1.00 
University of Kentucky,2006,1.29 ,1.00 ,1.00 ,1.50 
University of Kentucky,2007,2.20 ,1.00 ,1.00 ,1.00 
University of Kentucky,2008,1.77 ,1.00 ,1.00 ,1.00 
University of Kentucky,2009,2.28 ,1.00 ,1.00 ,1.20 
University of Kentucky,2010,1.70 ,1.00 ,1.00 ,1.00 
University of Kentucky,2011,2.28 ,1.00 ,1.00 ,1.00 
University of Kentucky,2012,1.37 ,1.20 ,1.00 ,1.15 
University of Kentucky,2013,1.41 ,1.26 ,1.00 ,1.15 
University of Kentucky,2014,1.70 ,1.39 ,1.00 ,1.20 
University of Kentucky,2015,2.18 ,1.45 ,1.00 ,1.18 
University of Kentucky,2016,1.26 ,1.56 ,1.00 ,1.25 
University of Kentucky,2017,1.29 ,1.43 ,1.00 ,1.40 
